year,state,month,number,day
2011,Mato Grosso,7,250,1
2012,Mato Grosso,7,538,1
2013,Mato Grosso,7,201,1
2014,Mato Grosso,7,193,1
2015,Mato Grosso,7,371,1
2016,Mato Grosso,7,687,1
2017,Mato Grosso,7,1050,1
1998,Mato Grosso,8,228,1
1999,Mato Grosso,8,4355,1
2000,Mato Grosso,8,530,1
2001,Mato Grosso,8,2484,1
2002,Mato Grosso,8,3984,1
2003,Mato Grosso,8,953,1
2004,Mato Grosso,8,1408,1
2005,Mato Grosso,8,4484,1
2006,Mato Grosso,8,1129,1
2007,Mato Grosso,8,1823,1
2008,Mato Grosso,8,456,1
2009,Mato Grosso,8,816,1
2010,Mato Grosso,8,1720,1
2011,Mato Grosso,8,552,1
2012,Mato Grosso,8,2951,1
2013,Mato Grosso,8,677,1
2014,Mato Grosso,8,312,1
2015,Mato Grosso,8,1293,1
2016,Mato Grosso,8,1480,1
2017,Mato Grosso,8,1488,1
1998,Mato Grosso,9,457,1
1999,Mato Grosso,9,2969,1
2000,Mato Grosso,9,510,1
2001,Mato Grosso,9,1383,1
2002,Mato Grosso,9,2252,1
2003,Mato Grosso,9,1124,1
2004,Mato Grosso,9,2511,1
2005,Mato Grosso,9,1870,1
2006,Mato Grosso,9,1078,1
2007,Mato Grosso,9,4446,1
2008,Mato Grosso,9,1620,1
2009,Mato Grosso,9,1146,1
2010,Mato Grosso,9,1505,1
2011,Mato Grosso,9,1072,1
2012,Mato Grosso,9,2264,1
2013,Mato Grosso,9,1074,1
2014,Mato Grosso,9,365,1
2015,Mato Grosso,9,1482,1
2016,Mato Grosso,9,2383,1
2017,Mato Grosso,9,2984,1
1998,Mato Grosso,10,576,1
1999,Mato Grosso,10,2053,1
2000,Mato Grosso,10,657,1
2001,Mato Grosso,10,563,1
2002,Mato Grosso,10,2173,1
2003,Mato Grosso,10,541,1
2004,Mato Grosso,10,960,1
2005,Mato Grosso,10,647,1
2006,Mato Grosso,10,244,1
2007,Mato Grosso,10,668,1
2008,Mato Grosso,10,432,1
2009,Mato Grosso,10,854,1
2010,Mato Grosso,10,597,1
2011,Mato Grosso,10,276,1
2012,Mato Grosso,10,652,1
2013,Mato Grosso,10,378,1
2014,Mato Grosso,10,581,1
2015,Mato Grosso,10,507,1
2016,Mato Grosso,10,1200,1
2017,Mato Grosso,10,685,1
1998,Mato Grosso,11,306,1
1999,Mato Grosso,11,1194,1
2000,Mato Grosso,11,274,1
2001,Mato Grosso,11,220,1
2002,Mato Grosso,11,1470,1
2003,Mato Grosso,11,380,1
2004,Mato Grosso,11,208,1
2005,Mato Grosso,11,159,1
2006,Mato Grosso,11,83,1
2007,Mato Grosso,11,82,1
2008,Mato Grosso,11,50,1
2009,Mato Grosso,11,439,1
2010,Mato Grosso,11,259,1
2011,Mato Grosso,11,445,1
2012,Mato Grosso,11,115,1
2013,Mato Grosso,11,423,1
2014,Mato Grosso,11,190,1
2015,Mato Grosso,11,276,1
2016,Mato Grosso,11,258,1
2017,Mato Grosso,11,133,1
1998,Mato Grosso,12,100,1
1999,Mato Grosso,12,306,1
2000,Mato Grosso,12,139,1
2001,Mato Grosso,12,143,1
2002,Mato Grosso,12,376,1
2003,Mato Grosso,12,153,1
2004,Mato Grosso,12,110,1
2005,Mato Grosso,12,46,1
2006,Mato Grosso,12,18,1
2007,Mato Grosso,12,15,1
2008,Mato Grosso,12,208,1
2009,Mato Grosso,12,87,1
2010,Mato Grosso,12,276,1
2011,Mato Grosso,12,577,1
2012,Mato Grosso,12,194,1
2013,Mato Grosso,12,195,1
2014,Mato Grosso,12,84,1
2015,Mato Grosso,12,394,1
2016,Mato Grosso,12,123,1
1998,Minas Gerais,1,0,1
1999,Minas Gerais,1,36,1
2000,Minas Gerais,1,24,1
2001,Minas Gerais,1,18,1
2002,Minas Gerais,1,29,1
2003,Minas Gerais,1,37,1
2004,Minas Gerais,1,22,1
2005,Minas Gerais,1,28,1
2006,Minas Gerais,1,109,1
2007,Minas Gerais,1,91,1
2008,Minas Gerais,1,85,1
2009,Minas Gerais,1,74,1
2010,Minas Gerais,1,118,1
2011,Minas Gerais,1,61,1
2012,Minas Gerais,1,75,1
2013,Minas Gerais,1,75,1
2014,Minas Gerais,1,133,1
2015,Minas Gerais,1,147,1
2016,Minas Gerais,1,61,1
2017,Minas Gerais,1,106,1
1998,Minas Gerais,2,0,1
1999,Minas Gerais,2,112,1
2000,Minas Gerais,2,20,1
2001,Minas Gerais,2,39,1
2002,Minas Gerais,2,62,1
2003,Minas Gerais,2,126,1
2004,Minas Gerais,2,29,1
2005,Minas Gerais,2,79,1
2006,Minas Gerais,2,96,1
2007,Minas Gerais,2,71,1
2008,Minas Gerais,2,59,1
2009,Minas Gerais,2,74,1
2010,Minas Gerais,2,155,1
2011,Minas Gerais,2,111,1
2012,Minas Gerais,2,123,1
2013,Minas Gerais,2,143,1
2014,Minas Gerais,2,157,1
2015,Minas Gerais,2,84,1
2016,Minas Gerais,2,207,1
2017,Minas Gerais,2,61,1
1998,Minas Gerais,3,0,1
1999,Minas Gerais,3,13,1
2000,Minas Gerais,3,24,1
2001,Minas Gerais,3,13,1
2002,Minas Gerais,3,62,1
2003,Minas Gerais,3,81,1
2004,Minas Gerais,3,81,1
2005,Minas Gerais,3,107,1
2006,Minas Gerais,3,69,1
2007,Minas Gerais,3,155,1
2008,Minas Gerais,3,61,1
2009,Minas Gerais,3,106,1
2010,Minas Gerais,3,109,1
2011,Minas Gerais,3,67,1
2012,Minas Gerais,3,152,1
2013,Minas Gerais,3,110,1
2014,Minas Gerais,3,77,1
2015,Minas Gerais,3,80,1
2016,Minas Gerais,3,123,1
2017,Minas Gerais,3,105,1
1998,Minas Gerais,4,0,1
1999,Minas Gerais,4,27,1
2000,Minas Gerais,4,49,1
2001,Minas Gerais,4,60,1
2002,Minas Gerais,4,99,1
2003,Minas Gerais,4,215,1
2004,Minas Gerais,4,48,1
2005,Minas Gerais,4,89,1
2006,Minas Gerais,4,50,1
2007,Minas Gerais,4,35,1
2008,Minas Gerais,4,113,1
2009,Minas Gerais,4,26,1
2010,Minas Gerais,4,112,1
2011,Minas Gerais,4,66,1
2012,Minas Gerais,4,180,1
2013,Minas Gerais,4,61,1
2014,Minas Gerais,4,161,1
2015,Minas Gerais,4,109,1
2016,Minas Gerais,4,172,1
2017,Minas Gerais,4,69,1
1998,Minas Gerais,5,0,1
1999,Minas Gerais,5,51,1
2000,Minas Gerais,5,67,1
2001,Minas Gerais,5,83,1
2002,Minas Gerais,5,98,1
2003,Minas Gerais,5,75,1
2004,Minas Gerais,5,79,1
2005,Minas Gerais,5,134,1
2006,Minas Gerais,5,62,1
2007,Minas Gerais,5,124,1
2008,Minas Gerais,5,50,1
2009,Minas Gerais,5,128,1
2010,Minas Gerais,5,179,1
2011,Minas Gerais,5,151,1
2012,Minas Gerais,5,144,1
2013,Minas Gerais,5,150,1
2014,Minas Gerais,5,224,1
2015,Minas Gerais,5,114,1
2016,Minas Gerais,5,186,1
2017,Minas Gerais,5,125,1
1998,Minas Gerais,6,70,1
1999,Minas Gerais,6,132,1
2000,Minas Gerais,6,135,1
2001,Minas Gerais,6,166,1
2002,Minas Gerais,6,207,1
2003,Minas Gerais,6,245,1
2004,Minas Gerais,6,209,1
2005,Minas Gerais,6,246,1
2006,Minas Gerais,6,73,1
2007,Minas Gerais,6,184,1
2008,Minas Gerais,6,48,1
2009,Minas Gerais,6,173,1
2010,Minas Gerais,6,139,1
2011,Minas Gerais,6,304,1
2012,Minas Gerais,6,219,1
2013,Minas Gerais,6,144,1
2014,Minas Gerais,6,376,1
2015,Minas Gerais,6,200,1
2016,Minas Gerais,6,263,1
2017,Minas Gerais,6,360,1
1998,Minas Gerais,7,232,1
1999,Minas Gerais,7,318,1
2000,Minas Gerais,7,345,1
2001,Minas Gerais,7,266,1
2002,Minas Gerais,7,741,1
2003,Minas Gerais,7,407,1
2004,Minas Gerais,7,625,1
2005,Minas Gerais,7,467,1
2006,Minas Gerais,7,336,1
2007,Minas Gerais,7,446,1
2008,Minas Gerais,7,194,1
2009,Minas Gerais,7,477,1
2010,Minas Gerais,7,707,1
2011,Minas Gerais,7,801,1
2012,Minas Gerais,7,669,1
2013,Minas Gerais,7,462,1
2014,Minas Gerais,7,559,1
2015,Minas Gerais,7,288,1
2016,Minas Gerais,7,1004,1
2017,Minas Gerais,7,610,1
1998,Minas Gerais,8,875,1
1999,Minas Gerais,8,1190,1
2000,Minas Gerais,8,769,1
2001,Minas Gerais,8,858,1
2002,Minas Gerais,8,2041,1
2003,Minas Gerais,8,1955,1
2004,Minas Gerais,8,1642,1
2005,Minas Gerais,8,1029,1
2006,Minas Gerais,8,959,1
2007,Minas Gerais,8,2975,1
2008,Minas Gerais,8,605,1
2009,Minas Gerais,8,685,1
2010,Minas Gerais,8,3353,1
2011,Minas Gerais,8,2742,1
2012,Minas Gerais,8,901,1
2013,Minas Gerais,8,911,1
2014,Minas Gerais,8,1952,1
2015,Minas Gerais,8,1059,1
2016,Minas Gerais,8,1433,1
2017,Minas Gerais,8,2142,1
1998,Minas Gerais,9,1980,1
1999,Minas Gerais,9,2686,1
2000,Minas Gerais,9,1080,1
2001,Minas Gerais,9,1597,1
2002,Minas Gerais,9,3100,1
2003,Minas Gerais,9,7091,1
2004,Minas Gerais,9,4338,1
2005,Minas Gerais,9,2046,1
2006,Minas Gerais,9,2780,1
2007,Minas Gerais,9,5088,1
2008,Minas Gerais,9,2552,1
2009,Minas Gerais,9,1310,1
2010,Minas Gerais,9,5059,1
2011,Minas Gerais,9,5978,1
2012,Minas Gerais,9,3219,1
2013,Minas Gerais,9,1656,1
2014,Minas Gerais,9,3453,1
2015,Minas Gerais,9,3088,1
2016,Minas Gerais,9,2093,1
2017,Minas Gerais,9,4697,1
1998,Minas Gerais,10,1093,1
1999,Minas Gerais,10,1363,1
2000,Minas Gerais,10,1954,1
2001,Minas Gerais,10,528,1
2002,Minas Gerais,10,4788,1
2003,Minas Gerais,10,5391,1
2004,Minas Gerais,10,2736,1
2005,Minas Gerais,10,6546,1
2006,Minas Gerais,10,616,1
2007,Minas Gerais,10,3467,1
2008,Minas Gerais,10,3787,1
2009,Minas Gerais,10,1012,1
2010,Minas Gerais,10,2048,1
2011,Minas Gerais,10,1206,1
2012,Minas Gerais,10,3970,1
2013,Minas Gerais,10,1220,1
2014,Minas Gerais,10,4735,1
2015,Minas Gerais,10,3708,1
2016,Minas Gerais,10,948,1
2017,Minas Gerais,10,3062,1
1998,Minas Gerais,11,32,1
1999,Minas Gerais,11,271,1
2000,Minas Gerais,11,43,1
2001,Minas Gerais,11,62,1
2002,Minas Gerais,11,417,1
2003,Minas Gerais,11,399,1
2004,Minas Gerais,11,914,1
2005,Minas Gerais,11,422,1
2006,Minas Gerais,11,59,1
2007,Minas Gerais,11,1305,1
2008,Minas Gerais,11,892,1
2009,Minas Gerais,11,246,1
2010,Minas Gerais,11,82,1
2011,Minas Gerais,11,153,1
2012,Minas Gerais,11,220,1
2013,Minas Gerais,11,277,1
2014,Minas Gerais,11,398,1
2015,Minas Gerais,11,1453,1
2016,Minas Gerais,11,126,1
2017,Minas Gerais,11,136,1
1998,Minas Gerais,12,21,1
1999,Minas Gerais,12,32,1
2000,Minas Gerais,12,14,1
2001,Minas Gerais,12,44,1
2002,Minas Gerais,12,225,1
2003,Minas Gerais,12,225,1
2004,Minas Gerais,12,125,1
2005,Minas Gerais,12,65,1
2006,Minas Gerais,12,32,1
2007,Minas Gerais,12,95,1
2008,Minas Gerais,12,25,1
2009,Minas Gerais,12,108,1
2010,Minas Gerais,12,105,1
2011,Minas Gerais,12,43,1
2012,Minas Gerais,12,189,1
2013,Minas Gerais,12,98,1
2014,Minas Gerais,12,155,1
2015,Minas Gerais,12,295,1
2016,Minas Gerais,12,91,1
1998,Pará,1,0,1
1999,Pará,1,87,1
2000,Pará,1,30,1
2001,Pará,1,34,1
2002,Pará,1,144,1
2003,Pará,1,900,1
2004,Pará,1,579,1
2005,Pará,1,1768,1
2006,Pará,1,403,1
2007,Pará,1,467,1
2008,Pará,1,131,1
2009,Pará,1,241,1
2010,Pará,1,437,1
2011,Pará,1,108,1
2012,Pará,1,392,1
2013,Pará,1,167,1
2014,Pará,1,251,1
2015,Pará,1,725,1
2016,Pará,1,1321,1
2017,Pará,1,219,1
1998,Pará,2,0,1
1999,Pará,2,285,1
2000,Pará,2,29,1
2001,Pará,2,16,1
2002,Pará,2,120,1
2003,Pará,2,34,1
2004,Pará,2,20,1
2005,Pará,2,85,1
2006,Pará,2,49,1
2007,Pará,2,23,1
2008,Pará,2,54,1
2009,Pará,2,15,1
2010,Pará,2,102,1
2011,Pará,2,13,1
2012,Pará,2,63,1
2013,Pará,2,30,1
2014,Pará,2,37,1
2015,Pará,2,108,1
2016,Pará,2,430,1
2017,Pará,2,14,1
1998,Pará,3,0,1
1999,Pará,3,7,1
2000,Pará,3,181,1
2001,Pará,3,0,1
2002,Pará,3,14,1
2003,Pará,3,27,1
2004,Pará,3,22,1
2005,Pará,3,21,1
2006,Pará,3,10,1
2007,Pará,3,6,1
2008,Pará,3,4,1
2009,Pará,3,4,1
2010,Pará,3,110,1
2011,Pará,3,21,1
2012,Pará,3,30,1
2013,Pará,3,19,1
2014,Pará,3,34,1
2015,Pará,3,61,1
2016,Pará,3,81,1
2017,Pará,3,42,1
1998,Pará,4,0,1
1999,Pará,4,6,1
2000,Pará,4,40,1
2001,Pará,4,0,1
2002,Pará,4,11,1
2003,Pará,4,14,1
2004,Pará,4,23,1
2005,Pará,4,14,1
2006,Pará,4,2,1
2007,Pará,4,0,1
2008,Pará,4,7,1
2009,Pará,4,8,1
2010,Pará,4,22,1
2011,Pará,4,10,1
2012,Pará,4,11,1
2013,Pará,4,20,1
2014,Pará,4,27,1
2015,Pará,4,27,1
2016,Pará,4,66,1
2017,Pará,4,45,1
1998,Pará,5,0,1
1999,Pará,5,4,1
2000,Pará,5,12,1
2001,Pará,5,7,1
2002,Pará,5,18,1
2003,Pará,5,3,1
2004,Pará,5,44,1
2005,Pará,5,37,1
2006,Pará,5,0,1
2007,Pará,5,9,1
2008,Pará,5,0,1
2009,Pará,5,7,1
2010,Pará,5,57,1
2011,Pará,5,16,1
2012,Pará,5,59,1
2013,Pará,5,42,1
2014,Pará,5,70,1
2015,Pará,5,95,1
2016,Pará,5,154,1
2017,Pará,5,114,1
1998,Pará,6,58,1
1999,Pará,6,37,1
2000,Pará,6,59,1
2001,Pará,6,42,1
2002,Pará,6,149,1
2003,Pará,6,64,1
2004,Pará,6,340,1
2005,Pará,6,304,1
2006,Pará,6,78,1
2007,Pará,6,129,1
2008,Pará,6,48,1
2009,Pará,6,38,1
2010,Pará,6,94,1
2011,Pará,6,105,1
2012,Pará,6,183,1
2013,Pará,6,173,1
2014,Pará,6,319,1
2015,Pará,6,265,1
2016,Pará,6,502,1
2017,Pará,6,679,1
1998,Pará,7,638,1
1999,Pará,7,982,1
2000,Pará,7,426,1
2001,Pará,7,708,1
2002,Pará,7,772,1
2003,Pará,7,1571,1
2004,Pará,7,4436,1
2005,Pará,7,4364,1
2006,Pará,7,615,1
2007,Pará,7,476,1
2008,Pará,7,971,1
2009,Pará,7,397,1
2010,Pará,7,1432,1
2011,Pará,7,632,1
2012,Pará,7,661,1
2013,Pará,7,447,1
2014,Pará,7,825,1
2015,Pará,7,906,1
2016,Pará,7,1579,1
2017,Pará,7,4985,1
1998,Pará,8,6815,1
1999,Pará,8,6178,1
2000,Pará,8,5484,1
2001,Pará,8,9043,1
2002,Pará,8,15664,1
2003,Pará,8,6255,1
2004,Pará,8,12812,1
2005,Pará,8,13055,1
2006,Pará,8,7575,1
2007,Pará,8,14352,1
2008,Pará,8,4435,1
2009,Pará,8,3859,1
2010,Pará,8,18130,1
2011,Pará,8,2195,1
2012,Pará,8,6963,1
2013,Pará,8,2161,1
2014,Pará,8,8555,1
2015,Pará,8,7912,1
2016,Pará,8,4863,1
2017,Pará,8,11962,1
1998,Pará,9,6237,1
1999,Pará,9,4419,1
2000,Pará,9,2569,1
2001,Pará,9,6138,1
2002,Pará,9,5609,1
2003,Pará,9,8447,1
2004,Pará,9,9471,1
2005,Pará,9,9032,1
2006,Pará,9,8372,1
2007,Pará,9,14590,1
2008,Pará,9,6294,1
2009,Pará,9,6051,1
2010,Pará,9,10810,1
2011,Pará,9,5185,1
2012,Pará,9,6870,1
2013,Pará,9,3360,1
2014,Pará,9,6787,1
2015,Pará,9,11068,1
2016,Pará,9,3953,1
2017,Pará,9,25004,1
1998,Pará,10,3665,1
1999,Pará,10,5026,1
2000,Pará,10,4313,1
2001,Pará,10,5096,1
2002,Pará,10,5189,1
2003,Pará,10,3803,1
2004,Pará,10,4726,1
2005,Pará,10,5083,1
2006,Pará,10,5963,1
2007,Pará,10,2504,1
2008,Pará,10,6653,1
2009,Pará,10,6342,1
2010,Pará,10,3843,1
2011,Pará,10,3141,1
2012,Pará,10,3714,1
2013,Pará,10,4921,1
2014,Pará,10,6447,1
2015,Pará,10,7781,1
2016,Pará,10,5281,1
2017,Pará,10,7627,1
1998,Pará,11,1861,1
1999,Pará,11,2682,1
2000,Pará,11,3366,1
2001,Pará,11,4938,1
2002,Pará,11,7996,1
2003,Pará,11,6195,1
2004,Pará,11,9842,1
2005,Pará,11,4968,1
2006,Pará,11,2883,1
2007,Pará,11,2890,1
2008,Pará,11,2403,1
2009,Pará,11,10012,1
2010,Pará,11,4417,1
2011,Pará,11,3043,1
2012,Pará,11,6156,1
2013,Pará,11,3688,1
2014,Pará,11,7767,1
2015,Pará,11,9642,1
2016,Pará,11,7879,1
2017,Pará,11,9079,1
1998,Pará,12,1008,1
1999,Pará,12,766,1
2000,Pará,12,1698,1
2001,Pará,12,2563,1
2002,Pará,12,3118,1
2003,Pará,12,4787,1
2004,Pará,12,5507,1
2005,Pará,12,1495,1
2006,Pará,12,1416,1
2007,Pará,12,689,1
2008,Pará,12,684,1
2009,Pará,12,2832,1
2010,Pará,12,1611,1
2011,Pará,12,3218,1
2012,Pará,12,1811,1
2013,Pará,12,5513,1
2014,Pará,12,4828,1
2015,Pará,12,6610,1
2016,Pará,12,3300,1
1998,Paraiba,1,0,1
1999,Paraiba,1,26,1
2000,Paraiba,1,0,1
2001,Paraiba,1,11,1
2002,Paraiba,1,5,1
2003,Paraiba,1,70,1
2004,Paraiba,1,33,1
2005,Paraiba,1,178,1
2006,Paraiba,1,83,1
2007,Paraiba,1,69,1
2008,Paraiba,1,77,1
2009,Paraiba,1,115,1
2010,Paraiba,1,46,1
2011,Paraiba,1,11,1
2012,Paraiba,1,61,1
2013,Paraiba,1,38,1
2014,Paraiba,1,75,1
2015,Paraiba,1,42,1
2016,Paraiba,1,18,1
2017,Paraiba,1,23,1
1998,Paraiba,2,0,1
1999,Paraiba,2,2,1
2000,Paraiba,2,11,1
2001,Paraiba,2,6,1
2002,Paraiba,2,18,1
2003,Paraiba,2,3,1
2004,Paraiba,2,3,1
2005,Paraiba,2,15,1
2006,Paraiba,2,7,1
2007,Paraiba,2,7,1
2008,Paraiba,2,20,1
2009,Paraiba,2,9,1
2010,Paraiba,2,15,1
2011,Paraiba,2,5,1
2012,Paraiba,2,15,1
2013,Paraiba,2,9,1
2014,Paraiba,2,6,1
2015,Paraiba,2,15,1
2016,Paraiba,2,4,1
2017,Paraiba,2,8,1
1998,Paraiba,3,0,1
1999,Paraiba,3,1,1
2000,Paraiba,3,5,1
2001,Paraiba,3,0,1
2002,Paraiba,3,3,1
2003,Paraiba,3,0,1
2004,Paraiba,3,3,1
2005,Paraiba,3,13,1
2006,Paraiba,3,4,1
2007,Paraiba,3,1,1
2008,Paraiba,3,8,1
2009,Paraiba,3,2,1
2010,Paraiba,3,16,1
2011,Paraiba,3,6,1
2012,Paraiba,3,4,1
2013,Paraiba,3,3,1
2014,Paraiba,3,18,1
2015,Paraiba,3,7,1
2016,Paraiba,3,1,1
2017,Paraiba,3,2,1
1998,Paraiba,4,0,1
1999,Paraiba,4,3,1
2000,Paraiba,4,1,1
2001,Paraiba,4,0,1
2002,Paraiba,4,1,1
2003,Paraiba,4,0,1
2004,Paraiba,4,3,1
2005,Paraiba,4,2,1
2006,Paraiba,4,0,1
2007,Paraiba,4,0,1
2008,Paraiba,4,0,1
2009,Paraiba,4,1,1
2010,Paraiba,4,2,1
2011,Paraiba,4,2,1
2012,Paraiba,4,13,1
2013,Paraiba,4,6,1
2014,Paraiba,4,8,1
2015,Paraiba,4,11,1
2016,Paraiba,4,1,1
2017,Paraiba,4,1,1
1998,Paraiba,5,0,1
1999,Paraiba,5,0,1
2000,Paraiba,5,0,1
2001,Paraiba,5,4,1
2002,Paraiba,5,1,1
2003,Paraiba,5,0,1
2004,Paraiba,5,1,1
2005,Paraiba,5,0,1
2006,Paraiba,5,0,1
2007,Paraiba,5,0,1
2008,Paraiba,5,0,1
2009,Paraiba,5,0,1
2010,Paraiba,5,10,1
2011,Paraiba,5,0,1
2012,Paraiba,5,10,1
2013,Paraiba,5,3,1
2014,Paraiba,5,1,1
2015,Paraiba,5,6,1
2016,Paraiba,5,1,1
2017,Paraiba,5,1,1
1998,Paraiba,6,3,1
1999,Paraiba,6,1,1
2000,Paraiba,6,2,1
2001,Paraiba,6,0,1
2002,Paraiba,6,1,1
2003,Paraiba,6,0,1
2004,Paraiba,6,0,1
2005,Paraiba,6,0,1
2006,Paraiba,6,0,1
2007,Paraiba,6,0,1
2008,Paraiba,6,0,1
2009,Paraiba,6,0,1
2010,Paraiba,6,3,1
2011,Paraiba,6,2,1
2012,Paraiba,6,5,1
2013,Paraiba,6,3,1
2014,Paraiba,6,1,1
2015,Paraiba,6,0,1
2016,Paraiba,6,4,1
2017,Paraiba,6,0,1
1998,Paraiba,7,0,1
1999,Paraiba,7,1,1
2000,Paraiba,7,0,1
2001,Paraiba,7,8,1
2002,Paraiba,7,8,1
2003,Paraiba,7,6,1
2004,Paraiba,7,1,1
2005,Paraiba,7,0,1
2006,Paraiba,7,1,1
2007,Paraiba,7,1,1
2008,Paraiba,7,0,1
2009,Paraiba,7,3,1
2010,Paraiba,7,7,1
2011,Paraiba,7,6,1
2012,Paraiba,7,5,1
2013,Paraiba,7,1,1
2014,Paraiba,7,9,1
2015,Paraiba,7,3,1
2016,Paraiba,7,22,1
2017,Paraiba,7,2,1
1998,Paraiba,8,3,1
1999,Paraiba,8,4,1
2000,Paraiba,8,7,1
2001,Paraiba,8,34,1
2002,Paraiba,8,38,1
2003,Paraiba,8,14,1
2004,Paraiba,8,18,1
2005,Paraiba,8,0,1
2006,Paraiba,8,3,1
2007,Paraiba,8,8,1
2008,Paraiba,8,1,1
2009,Paraiba,8,4,1
2010,Paraiba,8,9,1
2011,Paraiba,8,12,1
2012,Paraiba,8,13,1
2013,Paraiba,8,3,1
2014,Paraiba,8,30,1
2015,Paraiba,8,5,1
2016,Paraiba,8,50,1
2017,Paraiba,8,3,1
1998,Paraiba,9,50,1
1999,Paraiba,9,14,1
2000,Paraiba,9,9,1
2001,Paraiba,9,98,1
2002,Paraiba,9,63,1
2003,Paraiba,9,81,1
2004,Paraiba,9,34,1
2005,Paraiba,9,13,1
2006,Paraiba,9,27,1
2007,Paraiba,9,22,1
2008,Paraiba,9,21,1
2009,Paraiba,9,28,1
2010,Paraiba,9,37,1
2011,Paraiba,9,55,1
2012,Paraiba,9,71,1
2013,Paraiba,9,25,1
2014,Paraiba,9,51,1
2015,Paraiba,9,48,1
2016,Paraiba,9,131,1
2017,Paraiba,9,30,1
1998,Paraiba,10,179,1
1999,Paraiba,10,48,1
2000,Paraiba,10,125,1
2001,Paraiba,10,279,1
2002,Paraiba,10,193,1
2003,Paraiba,10,381,1
2004,Paraiba,10,190,1
2005,Paraiba,10,155,1
2006,Paraiba,10,135,1
2007,Paraiba,10,111,1
2008,Paraiba,10,80,1
2009,Paraiba,10,117,1
2010,Paraiba,10,150,1
2011,Paraiba,10,200,1
2012,Paraiba,10,136,1
2013,Paraiba,10,58,1
2014,Paraiba,10,70,1
2015,Paraiba,10,121,1
2016,Paraiba,10,304,1
2017,Paraiba,10,123,1
1998,Paraiba,11,46,1
1999,Paraiba,11,38,1
2000,Paraiba,11,65,1
2001,Paraiba,11,294,1
2002,Paraiba,11,238,1
2003,Paraiba,11,538,1
2004,Paraiba,11,331,1
2005,Paraiba,11,280,1
2006,Paraiba,11,215,1
2007,Paraiba,11,256,1
2008,Paraiba,11,175,1
2009,Paraiba,11,428,1
2010,Paraiba,11,451,1
2011,Paraiba,11,359,1
2012,Paraiba,11,130,1
2013,Paraiba,11,95,1
2014,Paraiba,11,111,1
2015,Paraiba,11,206,1
2016,Paraiba,11,132,1
2017,Paraiba,11,101,1
1998,Paraiba,12,51,1
1999,Paraiba,12,40,1
2000,Paraiba,12,34,1
2001,Paraiba,12,70,1
2002,Paraiba,12,163,1
2003,Paraiba,12,288,1
2004,Paraiba,12,351,1
2005,Paraiba,12,159,1
2006,Paraiba,12,196,1
2007,Paraiba,12,133,1
2008,Paraiba,12,187,1
2009,Paraiba,12,270,1
2010,Paraiba,12,65,1
2011,Paraiba,12,179,1
2012,Paraiba,12,62,1
2013,Paraiba,12,78,1
2014,Paraiba,12,62,1
2015,Paraiba,12,122,1
2016,Paraiba,12,8,1
1998,Paraiba,1,0,1
1999,Paraiba,1,7,1
2000,Paraiba,1,49,1
2001,Paraiba,1,32,1
2002,Paraiba,1,47,1
2003,Paraiba,1,109,1
2004,Paraiba,1,88,1
2005,Paraiba,1,55,1
2006,Paraiba,1,78,1
2007,Paraiba,1,11,1
2008,Paraiba,1,35,1
2009,Paraiba,1,35,1
2010,Paraiba,1,18,1
2011,Paraiba,1,35,1
2012,Paraiba,1,31,1
2013,Paraiba,1,28,1
2014,Paraiba,1,86,1
2015,Paraiba,1,120,1
2016,Paraiba,1,113,1
2017,Paraiba,1,55,1
1998,Paraiba,2,0,1
1999,Paraiba,2,22,1
2000,Paraiba,2,67,1
2001,Paraiba,2,8,1
2002,Paraiba,2,24,1
2003,Paraiba,2,46,1
2004,Paraiba,2,42,1
2005,Paraiba,2,77,1
2006,Paraiba,2,60,1
2007,Paraiba,2,32,1
2008,Paraiba,2,38,1
2009,Paraiba,2,21,1
2010,Paraiba,2,46,1
2011,Paraiba,2,8,1
2012,Paraiba,2,40,1
2013,Paraiba,2,9,1
2014,Paraiba,2,52,1
2015,Paraiba,2,58,1
2016,Paraiba,2,31,1
2017,Paraiba,2,60,1
1998,Paraiba,3,0,1
1999,Paraiba,3,40,1
2000,Paraiba,3,52,1
2001,Paraiba,3,12,1
2002,Paraiba,3,18,1
2003,Paraiba,3,76,1
2004,Paraiba,3,83,1
2005,Paraiba,3,84,1
2006,Paraiba,3,56,1
2007,Paraiba,3,54,1
2008,Paraiba,3,43,1
2009,Paraiba,3,57,1
2010,Paraiba,3,22,1
2011,Paraiba,3,21,1
2012,Paraiba,3,55,1
2013,Paraiba,3,18,1
2014,Paraiba,3,42,1
2015,Paraiba,3,55,1
2016,Paraiba,3,63,1
2017,Paraiba,3,43,1
1998,Paraiba,4,0,1
1999,Paraiba,4,39,1
2000,Paraiba,4,51,1
2001,Paraiba,4,43,1
2002,Paraiba,4,84,1
2003,Paraiba,4,130,1
2004,Paraiba,4,68,1
2005,Paraiba,4,22,1
2006,Paraiba,4,49,1
2007,Paraiba,4,14,1
2008,Paraiba,4,62,1
2009,Paraiba,4,80,1
2010,Paraiba,4,71,1
2011,Paraiba,4,38,1
2012,Paraiba,4,38,1
2013,Paraiba,4,72,1
2014,Paraiba,4,38,1
2015,Paraiba,4,83,1
2016,Paraiba,4,167,1
2017,Paraiba,4,77,1
1998,Paraiba,5,0,1
1999,Paraiba,5,57,1
